id,val
188, turpis.
190, ut
191, felis.
191, feugiat
193, turpis
194, efficitur
194, efficitur
196, ut
198, ut
198, turpis
198, posuere
198, turpis
199, efficitur
205, felis
205, turpis.
205, non
205, ut
209, ut
209, posuere
209, efficitur
211, efficitur
212, ut
212, posuere
212, posuere
214, posuere
216, ut
217, turpis
218, porta
218, ut
218, felis
218, vulputate
221, ut
221, non
221, ut
221, feugiat
225, felis
228, felis
229, ut
231, fermentum
231, felis
232, efficitur
233, felis
234, feugiat
234, porttitor
234, turpis
234, porttitor
235, non
235, efficitur
235, potenti.
236, nostra
238, ut
242, turpis
245, posuere
247, turpis
248, ut
249, ut
249, felis
249, turpis
251, felis.
251, feugiat
253, ut
259, turpis
263, vulputate.
263, turpis
263, feugiat.
264, non
264, porttitor
264, nostra
266, fermentum
267, ut
268, ut
268, posuere
268, posuere
271, posuere
273, ut
273, non
276, ut
276, posuere
279, efficitur
279, efficitur
280, ut
281, efficitur
283, ut
283, non
284, ut
285, ut
285, porttitor
290, efficitur
290, ut
291, efficitur
291, efficitur.
295, ut
295, ut
298, non
298, felis.
298, ut
301, ut
302, ut
302, ut
306, fermentum
307, potenti.
309, felis
309, turpis.
309, non
309, ut
310, non
310, fermentum.
312, non
312, porttitor
312, nostra
313, ut
313, ut
314, vulputate
314, efficitur
314, efficitur
315, felis
315, turpis.
315, non
315, ut
318, non
318, turpis
318, non
320, ut
320, efficitur
320, ut
321, posuere
322, ut
322, felis
324, vulputate
324, efficitur
324, efficitur
325, ut
325, felis
325, turpis
326, efficitur
327, ut
327, efficitur
327, ut
329, ut
329, ut
330, turpis
331, non
331, felis.
331, ut
332, ut
335, feugiat
335, feugiat
335, efficitur
336, fermentum.
336, non
336, ut
336, ut
337, felis.
337, feugiat
338, efficitur
340, ut
340, felis
340, turpis
346, non
346, turpis
346, non
347, ut
350, ut
350, ut
352, non
352, turpis
352, non
356, ut
357, ut
357, posuere
357, posuere
358, ut
358, porttitor
359, turpis
360, ut
360, vulputate.
360, potenti.
361, ut
361, posuere
361, efficitur
362, turpis
363, turpis
364, efficitur
368, fermentum
368, felis
369, fermentum
370, fermentum.
370, non
370, ut
370, ut
374, efficitur
375, ut
375, vulputate.
375, potenti.
376, posuere
377, felis
377, turpis.
377, non
377, ut
378, nostra
379, turpis
385, vulputate.
385, turpis
385, feugiat.
386, ut
386, non
386, ut
386, feugiat
387, felis
387, turpis.
387, non
387, ut
391, nostra
392, ut
395, non
395, felis.
395, ut
396, feugiat
396, porttitor
396, turpis
396, porttitor
398, ut
398, turpis
398, posuere
398, turpis
402, ut
402, turpis
402, posuere
402, turpis
403, non
403, efficitur
403, potenti.
404, felis
405, turpis.
406, felis
411, efficitur
412, ut
414, ut
414, posuere
414, efficitur
415, ut
415, posuere
415, posuere
416, turpis
419, fermentum.
419, non
419, ut
419, ut
420, turpis.
421, ut
421, posuere
421, posuere
422, ut
422, posuere
424, efficitur
425, ut
426, ut
426, vulputate.
426, potenti.
427, turpis
429, efficitur
429, efficitur
433, turpis.
434, efficitur
437, felis
438, ut
438, non
438, ut
438, feugiat
440, vulputate.
440, turpis
440, feugiat.
441, posuere
441, turpis
444, nostra
446, ut
446, felis
449, posuere
449, fermentum
449, ut
449, porta
449, feugiat.
449, vulputate
449, efficitur
450, turpis.
451, non
451, efficitur
451, potenti.
452, ut
452, felis
454, non
454, efficitur
454, potenti.
456, ut
456, non
457, ut
460, felis.
460, feugiat
461, turpis.
466, efficitur
467, efficitur
469, feugiat
469, feugiat
469, efficitur
470, turpis
471, ut
473, nostra
474, turpis
474, non
474, porttitor.
476, ut
476, non
478, ut
487, ut
487, ut
488, non
488, efficitur
488, efficitur
489, ut
490, ut
490, non
490, ut
490, feugiat
491, efficitur
493, ut
493, vulputate.
493, potenti.
496, nostra
497, ut
497, non
497, ut
497, feugiat
504, fermentum.
504, non
504, ut
504, ut
507, ut
507, non
509, non
510, ut
511, porta
513, posuere
514, felis
516, fermentum
516, posuere
517, potenti.
519, ut
519, vulputate.
519, potenti.
520, nostra
521, posuere
524, felis.
524, feugiat
533, fermentum
533, felis
534, efficitur
534, efficitur
536, ut
536, felis
537, feugiat
538, ut
538, felis
538, turpis
539, felis
543, ut
547, efficitur
547, ut
552, non
552, efficitur
552, efficitur
553, nostra
554, ut
554, turpis.
556, ut
556, vulputate.
556, potenti.
557, efficitur
558, ut
558, posuere
558, posuere
559, felis
560, posuere
562, ut
565, ut
569, efficitur
569, efficitur
570, turpis
571, ut
571, felis
573, felis
575, turpis
578, felis
578, turpis.
578, non
578, ut
579, ut
579, posuere
579, posuere
580, turpis
581, posuere
586, vulputate
586, efficitur
586, efficitur
588, ut
589, ut
589, porttitor
592, turpis
593, turpis
598, felis
599, ut
600, efficitur.
601, feugiat
602, ut
603, non
603, fermentum.
604, felis
606, non
606, turpis
606, non
607, vulputate
611, feugiat
613, felis
616, felis
617, nostra
620, fermentum
621, fermentum
622, ut
622, posuere
625, efficitur
626, posuere
627, vulputate
627, efficitur
627, efficitur
628, ut
628, turpis.
629, felis
630, ut
630, porta.
631, turpis
632, efficitur
633, posuere
635, ut
635, non
635, ut
635, feugiat
636, ut
636, non
636, ut
636, feugiat
638, ut
638, porta.
644, efficitur
645, feugiat
647, ut
647, felis
647, turpis
650, non
650, felis.
650, ut
651, turpis
652, fermentum.
652, non
652, ut
652, ut
653, porta
653, ut
653, felis
653, vulputate
657, ut
657, porta.
658, ut
659, ut
659, ut
660, efficitur.
662, ut
665, turpis
666, non
666, fermentum.
667, turpis
668, fermentum
668, posuere
671, fermentum.
671, non
671, ut
671, ut
672, efficitur
674, ut
674, posuere
674, efficitur
677, turpis.
678, porta
678, porta
681, ut
681, posuere
681, posuere
683, non
687, fermentum
687, felis
688, fermentum
688, felis
690, ut
691, ut
697, fermentum
697, felis
698, ut
704, vulputate.
704, turpis
704, feugiat.
705, ut
705, porttitor
706, feugiat
706, feugiat
706, efficitur
707, ut
707, ut
708, posuere
710, posuere
713, ut
713, ut
714, ut
714, turpis.
719, ut
719, porta.
720, ut
720, ut
721, non
721, efficitur
721, efficitur
722, fermentum
722, nostra
723, ut
725, felis
726, non
726, fermentum.
727, turpis.
728, turpis.
729, posuere
729, fermentum
729, ut
729, porta
729, feugiat.
729, vulputate
729, efficitur
730, non
730, porttitor
730, nostra
732, porta
732, ut
732, felis
732, vulputate
733, ut
735, turpis.
736, ut
736, posuere
736, efficitur
737, ut
737, vulputate.
737, potenti.
738, ut
741, ut
742, posuere
742, turpis
743, turpis
747, efficitur
749, fermentum
750, nostra
752, ut
754, ut
754, porttitor
755, ut
755, porta.
756, turpis
757, ut
758, ut
758, turpis
758, posuere
758, turpis
759, ut
761, vulputate
761, efficitur
761, efficitur
762, ut
762, posuere
762, efficitur
763, fermentum
763, felis
768, porta
768, porta
770, ut
770, efficitur
770, ut
772, porta
772, porta
773, ut
773, posuere
775, non
775, efficitur
775, potenti.
776, posuere
776, fermentum
776, ut
776, porta
776, feugiat.
776, vulputate
776, efficitur
777, ut
777, posuere
777, posuere
778, ut
780, felis
781, non
786, porta
787, ut
787, vulputate.
787, potenti.
788, porta
788, ut
788, felis
788, vulputate
789, potenti.
792, porta
792, porta
794, ut
798, posuere
798, turpis
800, fermentum
801, turpis
802, non
802, fermentum.
804, turpis
805, ut
805, posuere
805, posuere
807, potenti.
808, efficitur
809, felis
810, ut
810, felis
810, turpis
813, fermentum
813, felis
815, turpis
816, non
817, non
817, efficitur
817, efficitur
819, turpis
819, non
819, porttitor.
820, ut
821, ut
822, posuere
823, potenti.
824, ut
824, felis
824, turpis
825, ut
825, vulputate.
825, potenti.
827, non
832, ut
832, posuere
832, posuere
834, porta
834, ut
834, felis
834, vulputate
840, turpis.
841, ut
842, ut
842, porta.
844, turpis
844, non
844, porttitor.
849, ut
849, turpis
849, posuere
849, turpis
850, porta
850, porta
851, ut
855, nostra
861, ut
865, feugiat
865, porttitor
865, turpis
865, porttitor
866, porta
868, turpis
870, porta
870, ut
870, felis
870, vulputate
871, ut
872, efficitur
872, efficitur
873, efficitur
875, ut
875, non
875, ut
875, feugiat
876, fermentum
876, nostra
877, potenti.
878, non
879, ut
879, felis
882, efficitur
882, ut
884, turpis
885, posuere
889, fermentum
889, felis
891, turpis
898, feugiat
899, vulputate
899, efficitur
899, efficitur
901, efficitur
902, efficitur
902, ut
903, non
903, felis.
903, ut
904, non
904, efficitur
904, efficitur
906, turpis
908, ut
908, non
908, ut
908, feugiat
909, efficitur
910, porta
910, porta
912, non
912, efficitur
912, potenti.
913, fermentum
913, posuere
915, ut
915, vulputate.
915, potenti.
916, ut
917, ut
917, posuere
917, efficitur
918, ut
918, turpis
918, posuere
918, turpis
919, ut
919, efficitur
919, ut
921, turpis
928, posuere
930, ut
930, turpis.
931, ut
931, turpis.
932, non
933, efficitur
934, non
934, felis.
934, ut
936, efficitur
936, efficitur
937, ut
938, felis
940, ut
940, felis
940, turpis
942, felis.
942, feugiat
943, efficitur
943, ut
944, feugiat
944, porttitor
944, turpis
944, porttitor
947, ut
947, non
949, turpis
953, efficitur
953, efficitur.
954, non
954, turpis
954, non
956, fermentum
956, nostra
958, turpis.
959, felis
960, non
960, porttitor
960, nostra
962, non
967, ut
967, non
967, potenti.
968, felis
969, ut
969, felis
969, turpis
970, ut
970, felis
971, efficitur
971, ut
974, efficitur
977, feugiat
978, non
978, efficitur
978, potenti.
980, ut
980, non
980, ut
980, feugiat
981, fermentum.
981, non
981, ut
981, ut
982, feugiat
982, feugiat
982, efficitur
983, efficitur
983, efficitur
986, non
986, fermentum.
987, posuere
988, ut
988, ut
992, ut
992, efficitur
992, ut
995, efficitur
1000, felis
1001, efficitur
1001, ut
1002, ut
1002, posuere
1002, efficitur
1003, fermentum
1004, ut
1004, posuere
1004, efficitur
1006, posuere
1008, potenti.
1009, ut
1011, ut
1012, posuere
1012, turpis
1015, nostra
1016, non
1016, felis.
1016, ut
1017, turpis.
1021, non
1021, felis.
1021, ut
1030, turpis.
1034, ut
1035, efficitur
1036, efficitur
1036, efficitur
1040, ut
1041, posuere
1042, ut
1042, felis
1044, efficitur
1044, efficitur.
1045, efficitur
1048, ut
1048, posuere
1048, posuere
1049, felis
1051, posuere
1054, turpis
1055, ut
1055, turpis.
1056, turpis.
1057, feugiat
1059, non
1059, porttitor
1059, nostra
1060, ut
1060, non
1060, ut
1060, feugiat
1062, fermentum
1062, felis
1063, ut
1063, ut
1064, porta
1064, ut
1064, felis
1064, vulputate
1066, turpis
1066, non
1066, porttitor.
1070, non
1070, turpis
1070, non
1072, porta
1072, porta
1076, ut
1079, turpis
1079, non
1079, porttitor.
1080, efficitur
1080, efficitur
1082, ut
1082, felis
1082, turpis
1086, vulputate.
1086, turpis
1086, feugiat.
1089, turpis
1091, ut
1091, ut
1092, turpis.
1097, turpis
1098, vulputate.
1098, turpis
1098, feugiat.
1099, nostra
1100, non
1100, felis.
1100, ut
1104, feugiat
1104, porttitor
1104, turpis
1104, porttitor
1105, porta
1105, ut
1105, felis
1105, vulputate
1106, turpis
1107, nostra
1109, turpis.
1112, posuere
1113, ut
1114, feugiat
1114, porttitor
1114, turpis
1114, porttitor
1115, posuere
1117, non
1117, felis.
1117, ut
1118, non
1119, turpis.
1121, non
1122, fermentum
1125, ut
1125, efficitur
1125, ut
1128, vulputate.
1128, turpis
1128, feugiat.
1129, vulputate
1131, efficitur
1138, turpis
1140, turpis
1141, efficitur
1141, ut
1142, ut
1144, posuere
1147, fermentum
1147, felis
1149, efficitur
1152, non
1152, felis.
1152, ut
1156, non
1156, felis.
1156, ut
1158, felis
1159, efficitur
1159, efficitur
1160, ut
1160, ut
1161, non
1161, turpis
1161, non
1164, ut
1168, turpis
1170, feugiat
1170, porttitor
1170, turpis
1170, porttitor
1172, ut
1173, felis
1174, porta
1175, ut
1175, posuere
1177, ut
1179, fermentum
1179, nostra
1180, fermentum.
1180, non
1180, ut
1180, ut
1181, efficitur
1181, efficitur.
1183, felis
1184, fermentum
1184, posuere
1188, fermentum
1190, ut
1190, posuere
1191, efficitur
1191, efficitur
1192, porta
1196, turpis
1196, non
1196, porttitor.
1206, non
1206, efficitur
1206, efficitur
1207, posuere
1207, fermentum
1207, ut
1207, porta
1207, feugiat.
1207, vulputate
1207, efficitur
1208, efficitur
1216, ut
1216, posuere
1216, efficitur
1218, turpis.
1219, turpis
1221, efficitur
1227, fermentum
1227, posuere
1231, turpis.
1232, ut
1232, porttitor
1233, ut
1233, turpis
1233, posuere
1233, turpis
1235, ut
1235, vulputate.
1235, potenti.
1236, efficitur
1236, efficitur
1237, ut
1237, posuere
1237, posuere
1244, turpis.
1245, ut
1245, non
1246, posuere
1247, ut
1248, porta
1248, ut
1248, felis
1248, vulputate
1249, efficitur
1251, efficitur
1251, efficitur
1252, efficitur.
1255, ut
1256, posuere
1256, fermentum
1256, ut
1256, porta
1256, feugiat.
1256, vulputate
1256, efficitur
1257, posuere
1257, fermentum
1257, ut
1257, porta
1257, feugiat.
1257, vulputate
1257, efficitur
1258, porta
1258, porta
1262, ut
1262, porttitor
1264, ut
1264, posuere
1265, efficitur
1266, ut
1268, efficitur
1270, ut
1270, porta.
1271, ut
1271, porttitor
1272, vulputate
1272, efficitur
1272, efficitur
1275, non
1275, efficitur
1275, efficitur
1279, efficitur
1283, ut
1283, porttitor
1284, ut
1284, ut
1286, posuere
1286, turpis
1290, vulputate.
1290, turpis
1290, feugiat.
1293, ut
1293, ut
1295, feugiat
1295, porttitor
1295, turpis
1295, porttitor
1296, ut
1298, fermentum
1299, ut
1300, ut
1300, efficitur
1300, ut
1303, turpis.
1304, turpis
1307, posuere
1309, posuere
1309, fermentum
1309, ut
1309, porta
1309, feugiat.
1309, vulputate
1309, efficitur
1310, efficitur
1311, vulputate.
1311, turpis
1311, feugiat.
1312, ut
1314, felis
1315, ut
1315, ut
1316, ut
1318, turpis.
1320, efficitur
1324, porta
1324, ut
1324, felis
1324, vulputate
1326, ut
1326, porttitor
1327, posuere
1328, ut
1329, non
1329, fermentum.
1330, non
1330, efficitur
1330, potenti.
1331, non
1331, fermentum.
1332, posuere
1332, fermentum
1332, ut
1332, porta
1332, feugiat.
1332, vulputate
1332, efficitur
1333, ut
1339, ut
1340, turpis
1341, fermentum.
1341, non
1341, ut
1341, ut
1344, felis
1345, efficitur
1346, felis
1348, ut
1348, ut
1349, ut
1349, turpis
1349, posuere
1349, turpis
1350, vulputate
1350, efficitur
1350, efficitur
1351, ut
1351, ut
1353, turpis
1356, ut
1356, non
1357, efficitur
1365, turpis
1367, feugiat
1367, porttitor
1367, turpis
1367, porttitor
1370, non
1371, ut
1371, ut
1372, non
1374, ut
1375, ut
1375, turpis
1375, posuere
1375, turpis
1377, porta
1377, porta
1380, efficitur
1380, ut
1382, efficitur
1386, turpis.
1387, posuere
1387, turpis
1388, felis
1389, non
1389, porttitor
1389, nostra
1392, ut
1392, posuere
1392, efficitur
1393, non
1393, felis.
1393, ut
1394, felis
1394, turpis.
1394, non
1394, ut
1395, posuere
1396, efficitur.
1397, ut
1402, fermentum.
1402, non
1402, ut
1402, ut
1407, posuere
1408, efficitur
1408, efficitur.
1410, non
1410, fermentum.
1411, non
1411, turpis
1411, non
1417, fermentum
1417, posuere
1418, posuere
1422, turpis
1422, non
1422, porttitor.
1426, posuere
1427, ut
1429, porta
1429, ut
1429, felis
1429, vulputate
1430, turpis
1433, porta
1435, posuere
1439, ut
1439, vulputate.
1439, potenti.
1440, felis
1442, ut
1442, ut
1443, turpis
1444, felis
1445, turpis
1446, non
1446, fermentum.
1447, non
1448, ut
1448, ut
1450, posuere
1450, turpis
1451, efficitur
1453, non
1453, turpis
1453, non
1455, posuere
1455, fermentum
1455, ut
1455, porta
1455, feugiat.
1455, vulputate
1455, efficitur
1456, efficitur
1457, turpis
1459, feugiat
1459, feugiat
1459, efficitur
1460, ut
1462, nostra
1463, ut
1467, turpis
1468, ut
1468, porttitor
1469, fermentum.
1469, non
1469, ut
1469, ut
1472, porta
1473, fermentum
1473, felis
1477, vulputate
1477, efficitur
1477, efficitur
1479, turpis
1480, porta
1480, porta
1481, ut
1481, non
1481, ut
1481, feugiat
1483, posuere
1485, ut
1486, ut
1486, posuere
1487, turpis
1489, vulputate
1492, vulputate
1493, fermentum
1496, ut
1496, ut
1498, efficitur
1504, efficitur
1504, ut
1505, non
1505, turpis
1505, non
1506, posuere
1506, turpis
1507, efficitur
1508, ut
1510, non
1510, turpis
1510, non
1511, potenti.
1512, ut
1512, non
1517, efficitur
1518, non
1519, felis
1520, ut
1520, posuere
1521, ut
1522, ut
1522, posuere
1523, ut
1523, non
1523, ut
1523, feugiat
1524, porta
1524, ut
1524, felis
1524, vulputate
1525, efficitur
1525, efficitur.
1526, ut
1526, posuere
1526, efficitur
1527, vulputate.
1527, turpis
1527, feugiat.
1529, turpis
1532, fermentum
1536, felis
1537, nostra
1538, efficitur
1538, ut
1543, ut
1543, porta.
1544, nostra
1546, ut
1548, porta
1548, ut
1548, felis
1548, vulputate
1553, feugiat
1553, porttitor
1553, turpis
1553, porttitor
1555, felis
1555, turpis.
1555, non
1555, ut
1559, ut
1559, felis
1562, ut
1562, turpis
1562, posuere
1562, turpis
1563, posuere
1565, turpis
1567, ut
1567, efficitur
1567, ut
1568, posuere
1571, fermentum
1572, fermentum
1572, nostra
1573, posuere
1574, felis
1574, turpis.
1574, non
1574, ut
1575, ut
1575, turpis.
1577, posuere
1581, felis
1582, efficitur
1582, efficitur.
1584, turpis
1585, felis
1590, efficitur
1592, ut
1592, posuere
1592, posuere
1595, felis
1595, turpis.
1595, non
1595, ut
1597, posuere
1597, fermentum
1597, ut
1597, porta
1597, feugiat.
1597, vulputate
1597, efficitur
1598, vulputate
1599, feugiat
1599, feugiat
1599, efficitur
1600, non
1600, felis.
1600, ut
1601, fermentum
1602, ut
1602, turpis.
1603, posuere
1605, efficitur
1608, efficitur
1609, potenti.
1610, posuere
1611, ut
1611, posuere
1611, efficitur
1612, ut
1614, felis
1615, potenti.
1617, ut
1618, turpis
1620, felis
1620, turpis.
1620, non
1620, ut
1622, turpis
1624, ut
1624, non
1624, ut
1624, feugiat
1625, felis
1626, non
1627, ut
1627, non
1627, potenti.
1629, porta
1629, ut
1629, felis
1629, vulputate
1632, efficitur
1633, non
1633, porttitor
1633, nostra
1634, felis
1639, potenti.
1641, turpis
1642, fermentum
1642, posuere
1644, ut
1644, felis
1644, turpis
1646, ut
1646, ut
1648, non
1650, vulputate
1650, efficitur
1650, efficitur
1651, non
1651, efficitur
1651, potenti.
1652, non
1654, efficitur
1654, ut
1655, ut
1655, posuere
1655, efficitur
1656, felis
1658, posuere
1658, turpis
1661, ut
1662, ut
1662, ut
1663, ut
1663, efficitur
1663, ut
1666, efficitur
1666, ut
1668, ut
1668, turpis.
1669, efficitur
1669, efficitur.
1671, posuere
1672, felis
1674, non
1674, efficitur
1674, potenti.
1675, turpis.
1678, turpis
1680, non
1680, fermentum.
1681, turpis
1682, fermentum
1682, nostra
1685, ut
1685, posuere
1685, efficitur
1686, non
1686, felis.
1686, ut
1688, ut
1689, vulputate
1690, efficitur
1694, non
1694, felis.
1694, ut
1698, felis
1702, vulputate.
1702, turpis
1702, feugiat.
1703, efficitur
1703, efficitur
1706, ut
1706, ut
1708, non
1708, efficitur
1708, efficitur
1710, turpis
1711, ut
1711, felis
1711, turpis
1712, porta
1714, ut
1714, posuere
1714, posuere
1715, ut
1715, turpis.
1717, non
1717, efficitur
1717, potenti.
1719, ut
1719, porta.
1720, turpis
1721, feugiat
1722, turpis
1725, turpis
1732, ut
1732, ut
1733, fermentum
1734, efficitur
1734, efficitur.
1735, posuere
1737, turpis
1738, non
1743, fermentum
1743, felis
1744, fermentum
1744, felis
1745, ut
1746, ut
1747, feugiat
1747, porttitor
1747, turpis
1747, porttitor
1748, efficitur
1749, efficitur
1750, vulputate
1751, efficitur
1755, vulputate.
1755, turpis
1755, feugiat.
1756, non
1756, efficitur
1756, efficitur
1757, fermentum
1757, nostra
1758, fermentum
1759, turpis
1759, non
1759, porttitor.
1760, potenti.
1764, posuere
1765, non
1765, felis.
1765, ut
1769, feugiat
1769, porttitor
1769, turpis
1769, porttitor
1770, porta
1770, porta
1771, felis.
1771, feugiat
1772, non
1772, fermentum.
1774, potenti.
1779, ut
1779, porttitor
1780, ut
1780, felis
1782, nostra
1783, ut
1783, posuere
1784, ut
1784, turpis
1784, posuere
1784, turpis
1785, feugiat
1786, efficitur
1790, ut
1791, porta
1796, felis
1796, turpis.
1796, non
1796, ut
1797, efficitur
1799, ut
1799, posuere
1799, posuere
1801, non
1801, fermentum.
1810, non
1810, porttitor
1810, nostra
1817, felis
1818, non
1818, efficitur
1818, efficitur
1819, ut
1819, posuere
1821, non
1824, ut
1824, posuere
1824, efficitur
1825, feugiat
1825, porttitor
1825, turpis
1825, porttitor
1827, ut
1827, posuere
1828, porta
1828, ut
1828, felis
1828, vulputate
1833, ut
1833, porttitor
1836, fermentum
1836, posuere
1837, ut
1837, posuere
1837, efficitur
1840, ut
1841, turpis.
1843, ut
1844, vulputate
1844, efficitur
1844, efficitur
1845, felis
1845, turpis.
1845, non
1845, ut
1846, non
1846, porttitor
1846, nostra
1852, turpis
1852, non
1852, porttitor.
1853, ut
1853, turpis
1853, posuere
1853, turpis
1855, feugiat
1855, feugiat
1855, efficitur
1856, ut
1856, porta.
1857, posuere
1858, efficitur
1860, ut
1860, ut
1861, efficitur
1862, efficitur
1867, non
1867, turpis
1867, non
1868, efficitur
1871, porta
1871, porta
1873, non
1873, felis.
1873, ut
1877, ut
1877, porta.
1879, posuere
1879, turpis
1881, ut
1883, ut
1884, non
1885, efficitur
1887, ut
1887, porttitor
1888, efficitur
1888, efficitur
1890, ut
1891, porta
1892, felis
1894, felis
1895, non
1895, felis.
1895, ut
1900, ut
1900, porttitor
1902, vulputate
1904, ut
1904, posuere
1904, efficitur
1914, ut
1914, turpis.
1915, efficitur
1917, fermentum
1917, posuere
1920, posuere
1923, efficitur
1924, ut
1924, posuere
1924, efficitur
1925, fermentum
1925, felis
1928, feugiat
1928, porttitor
1928, turpis
1928, porttitor
1929, ut
1931, felis
1932, efficitur
1934, non
1936, feugiat
1937, non
1940, turpis.
1942, non
1942, fermentum.
1943, fermentum
1945, porta
1947, ut
1947, non
1947, ut
1947, feugiat
1959, porta
1959, ut
1959, felis
1959, vulputate
1962, ut
1962, vulputate.
1962, potenti.
1963, turpis
1964, ut
1964, posuere
1965, feugiat
1965, feugiat
1965, efficitur
1967, felis
1971, fermentum
1971, felis
1973, feugiat
1974, posuere
1974, fermentum
1974, ut
1974, porta
1974, feugiat.
1974, vulputate
1974, efficitur
1975, felis
1976, turpis.
1978, ut
1980, felis
1982, ut
1982, posuere
1982, posuere
1983, ut
1983, ut
1985, fermentum
1985, nostra
1986, ut
1988, feugiat
1988, porttitor
1988, turpis
1988, porttitor
1989, porta
1989, porta
1990, efficitur
1990, efficitur
1994, posuere
1995, felis
1998, vulputate.
1998, turpis
1998, feugiat.
1999, turpis.
2000, turpis
2001, feugiat
2001, feugiat
2001, efficitur
2002, efficitur
2002, ut
2003, ut
2003, non
2003, potenti.
2005, non
2006, turpis.
2007, ut
2008, posuere
2008, turpis
2009, posuere
2009, fermentum
2009, ut
2009, porta
2009, feugiat.
2009, vulputate
2009, efficitur
2012, non
2012, porttitor
2012, nostra
2013, ut
2013, posuere
2013, posuere
2016, ut
2016, porttitor
2017, efficitur
2017, efficitur.
2020, vulputate
2026, fermentum
2028, feugiat
2029, efficitur
2030, turpis.
2031, ut
2031, turpis.
2035, efficitur
2036, felis
2038, ut
2039, ut
2039, turpis
2039, posuere
2039, turpis
2040, ut
2040, turpis.
2041, ut
2041, porttitor
2042, felis
2045, fermentum
2045, nostra
2046, ut
2046, non
2047, ut
2047, ut
2049, fermentum.
2049, non
2049, ut
2049, ut
2051, non
2051, efficitur
2051, potenti.
2062, feugiat
2062, porttitor
2062, turpis
2062, porttitor
2063, ut
2067, felis
2070, posuere
2076, felis
2077, ut
2077, posuere
2078, ut
2078, non
2078, ut
2078, feugiat
2079, posuere
2079, turpis
2080, fermentum
2080, posuere
2082, turpis
2083, turpis
2084, nostra
2085, feugiat
2085, feugiat
2085, efficitur
2089, non
2089, efficitur
2089, potenti.
2095, non
2095, efficitur
2095, efficitur
2096, ut
2096, turpis
2096, posuere
2096, turpis
2100, efficitur
2101, ut
2101, porta.
2102, turpis.
2105, ut
2106, non
2106, efficitur
2106, efficitur
2107, feugiat
2107, feugiat
2107, efficitur
2108, turpis.
2109, potenti.
2113, porta
2113, porta
2117, ut
2117, non
2117, ut
2117, feugiat
2119, fermentum
2119, felis
2120, vulputate
2120, efficitur
2120, efficitur
2122, fermentum.
2122, non
2122, ut
2122, ut
2123, turpis.
2124, ut
2126, nostra
2128, felis
2129, feugiat
2129, feugiat
2129, efficitur
2132, turpis
2133, fermentum
2135, turpis
2137, non
2137, fermentum.
2141, felis
2141, turpis.
2141, non
2141, ut
2145, fermentum
2147, ut
2149, felis
2149, turpis.
2149, non
2149, ut
2150, felis
2155, fermentum
2156, efficitur
2158, posuere
2158, fermentum
2158, ut
2158, porta
2158, feugiat.
2158, vulputate
2158, efficitur
2161, turpis
2161, non
2161, porttitor.
2167, feugiat
2167, porttitor
2167, turpis
2167, porttitor
2170, ut
2170, vulputate.
2170, potenti.
2171, ut
2171, porta.
2176, ut
2176, turpis.
2177, turpis.
2179, ut
2179, porta.
2181, turpis.
2182, ut
2182, non
2183, posuere
2184, posuere
2185, ut
2185, posuere
2185, efficitur
2187, posuere
2189, turpis
2191, efficitur
2192, ut
2192, porta.
2193, fermentum
2193, posuere
2199, ut
2199, ut
